path	status	batch	note
training/core/eval/__init__.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/eval/baselines.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/eval/constants.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/eval/job.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/eval/matchup.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/eval/periodic.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/eval/scenario.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/eval/server.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/eval/statistics.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/eval/worker.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/matchup/greedy_dice.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/matchup/greedy_player.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/matchup/greedy_reroll.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/matchup/greedy_scorers.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/matchup/loaders.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/matchup/matchup.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/matchup/outcome.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/matchup/players.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/inference/client.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/inference/server.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/inference/server_loop/drain.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/inference/server_loop/loop.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/inference/server_loop/stats.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
tools/eval/_paradigm.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
tools/eval/_replay_runner.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
tools/eval/ckpt.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
tools/eval/compare.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
tools/eval/daemon.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
tools/eval/eval_service.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
tools/eval/eval_service_job.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
tools/eval/eval_service_server.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
tools/eval/metrics_view.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
tools/eval/paired.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/az/_player_loader.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/bc/_player_loader.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/cfr/_player_loader.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/dmc/_player_loader.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/paradigms/ppo/_player_loader.py	manual-full-context	priority-eval-1	read complete file; checked comments/docstrings against adjacent implementation
training/core/matchup/__init__.py	manual-full-context	priority-eval-1	package marker with no documentation or comments
training/core/inference/__init__.py	manual-full-context	priority-eval-1	package marker with no documentation or comments
tools/eval/__init__.py	n/a-no-comments	priority-eval-1	package marker with no documentation or comments
training/core/config/__init__.py	manual-full-context	priority-config-2	read complete file; checked comments/docstrings against adjacent implementation
training/core/config/base.py	manual-full-context	priority-config-2	read complete file; checked comments/docstrings against adjacent implementation
training/core/config/inheritance.py	manual-full-context	priority-config-2	read complete file; checked comments/docstrings against adjacent implementation
training/core/config/legacy.py	manual-full-context	priority-config-2	read complete file; checked comments/docstrings against adjacent implementation
training/core/config/loader.py	manual-full-context	priority-config-2	read complete file; checked comments/docstrings against adjacent implementation
training/core/config/presets.py	manual-full-context	priority-config-2	read complete file; checked comments/docstrings against adjacent implementation
training/core/config/schema.py	manual-full-context	priority-config-2	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/__init__.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/action_buff_embedding.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/action_embedding.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/actor_critic.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/adaptation.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/agent_base.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/agent_module_wrapper.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/agent_observation.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/buffs.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/definition_relation.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/encoder.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/heads.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/hook_emb.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/obs_layout.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/perspective.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/static_links.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/struct_readout.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/network/typed_damage.py	manual-full-context	priority-network-3	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/__init__.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/_inference_helpers.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/_mp_helpers.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/actor_process.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/episode_runner.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/go_subprocess.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/go_subprocess_pipeline.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/inference_client.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/inference_server.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/inference_server_socket_listener.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/inference_server_socket_wire.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/ipc/__init__.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/ipc/queue.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/ipc/ring.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/ipc/ring_shm.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/network_provider.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/pipeline_tuning_cfg.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/policy.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/provider_factory.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/runtime.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/shared_buffer.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/transition_shm_channel.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/transition_sink_wire.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/weights_shm.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
training/core/actor/weights_watcher.py	manual-full-context	priority-actor-4	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/binding.go	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/compile.go	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/methods.go	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/op.go	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
gicg_engine/interp/ir/stmts.go	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
training/core/cfg/__init__.py	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
training/core/cfg/base.py	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
training/core/cfg/factories.py	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
training/core/cfg/loader.py	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
training/core/cfg/shape.py	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
training/core/obs_constants.py	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
training/core/step_encoding.py	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
training/core/structural.py	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
training/core/protocols.py	manual-full-context	priority-rule-observation-5	read complete file; checked comments/docstrings against adjacent implementation
training/core/__init__.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/artifact_io.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/checkpoint.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/checkpoint_runtime.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/deck_sampling.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/env_factory.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/episode_seeds.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/health_check.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/nan_guard.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/pipeline.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/rule_learning.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/scenario.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/scenario_factory.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/system_monitor.py	manual-full-context	priority-training-lifecycle-6	read complete file; checked comments/docstrings against adjacent implementation
training/core/buffer/__init__.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/buffer/base.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/buffer/dataset.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/buffer/replay.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/buffer/reservoir.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/buffer/rollout.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/buffer/shared.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/buffer/static_dedup.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/opponent/__init__.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/opponent/mix.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/opponent/pool.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/perf/__init__.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/perf/trace.py	manual-full-context	priority-buffer-opponent-perf-7	read complete file; checked comments/docstrings against adjacent implementation
training/core/logging.py	manual-full-context	priority-run-entry-8	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/train.py	manual-full-context	priority-run-entry-8	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_train/dispatch.py	manual-full-context	priority-run-entry-8	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_train/setup.py	manual-full-context	priority-run-entry-8	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_train/cfg_toml.py	manual-full-context	priority-run-entry-8	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_train/resume.py	manual-full-context	priority-run-entry-8	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_train/run.py	manual-full-context	priority-run-entry-8	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_train/snapshot.py	manual-full-context	priority-run-entry-8	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/__init__.py	manual-full-context	priority-run-helpers-9	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_helpers/allocator.py	manual-full-context	priority-run-helpers-9	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_helpers/locks.py	manual-full-context	priority-run-helpers-9	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_helpers/metadata_io.py	manual-full-context	priority-run-helpers-9	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_helpers/paths.py	manual-full-context	priority-run-helpers-9	read complete file; checked comments/docstrings against adjacent implementation
tools/runs/_helpers/resolver.py	manual-full-context	priority-run-helpers-9	read complete file; checked comments/docstrings against adjacent implementation
